pred_len,gate_mean,gate_min,gate_max,mean_std_across_vars,max_std_across_vars
96,0.02150920405983925,0.0003349175094626844,0.1195264607667923,3.5426044632913545e-05,0.0001891617284854874
192,0.021286645904183388,0.0003333426429890096,0.12031633406877518,0.00018127210205420852,0.0010134793119505048
336,0.021219760179519653,0.00033457449171692133,0.1202145665884018,0.00017702949116937816,0.0009782880079001188
720,0.02117699757218361,0.0003340097318869084,0.11996416002511978,0.00018140296742785722,0.0010564927943050861
